date,unemployment,inflation,period
2022-09-01,3.5,8.192106896425821,2010s+
2022-10-01,3.6,7.758813957693,2010s+
2022-11-01,3.6,7.122856456533988,2010s+
2022-12-01,3.5,6.404600402357152,2010s+
2023-01-01,3.5,6.327178517960097,2010s+
2023-02-01,3.6,5.957820738137087,2010s+
2023-03-01,3.5,4.917719362889961,2010s+
2023-04-01,3.4,4.950079879124369,2010s+
2023-05-01,3.6,4.131851231385042,2010s+
2023-06-01,3.6,3.070617072997095,2010s+
2023-07-01,3.5,3.287749268428297,2010s+
2023-08-01,3.7,3.722504803505289,2010s+
2023-09-01,3.7,3.687206638119256,2010s+
2023-10-01,3.9,3.2512659098611785,2010s+
2023-11-01,3.7,3.1333462745911866,2010s+
2023-12-01,3.8,3.3159099427102934,2010s+
2024-01-01,3.7,3.0883429864855705,2010s+
2024-02-01,3.9,3.157074141648697,2010s+
2024-03-01,3.9,3.4868349120836584,2010s+
2024-04-01,3.9,3.3607951262196734,2010s+
2024-05-01,3.9,3.244278584003113,2010s+
2024-06-01,4.1,2.9702579486470926,2010s+
2024-07-01,4.2,2.9414757935583014,2010s+
2024-08-01,4.2,2.607144490692037,2010s+
2024-09-01,4.1,2.4264830315416708,2010s+
2024-10-01,4.1,2.578844053871343,2010s+
2024-11-01,4.2,2.719472461284833,2010s+
2024-12-01,4.1,2.870690967509981,2010s+
2025-01-01,4.0,2.9909783078999608,2010s+
2025-02-01,4.2,2.8015834477613355,2010s+
2025-03-01,4.2,2.381981462805549,2010s+
2025-04-01,4.2,2.32538823025783,2010s+
2025-05-01,4.3,2.3772651073680873,2010s+
2025-06-01,4.1,2.680453865910226,2010s+
2025-07-01,4.3,2.742618052167134,2010s+
2025-08-01,4.3,2.9385917430316155,2010s+
2025-09-01,4.4,3.0225715847133294,2010s+
2025-11-01,4.5,2.6964439164939513,2010s+
2025-12-01,4.4,2.653304114557753,2010s+
2026-01-01,4.3,2.391201432150014,2010s+
2026-02-01,4.4,2.4340041103732224,2010s+
